SegmentId,StartTime,EndTime,Transcript,Topic
,,,  with an outline whether it be word or,
,,,  the PowerPoint outline like way just,
,,,  create the outline and then I wa called,
,,,  rankbrain and I keep looking at I talk,
,,,  and I socialize that outline got it,
0EI3rSYARpQ61,16.37,16.51,  okay from there this work really well,Structure
,,,  create the title from the slide now that,
,,,  I 've got the outline because I 'm a oh I,
,,,  miss this one let me go back and put one,
,,,  in there creating the title create that,
,,,  flow that organic way again I 'm speaking,
0EI3rSYARpQ62,16.54,17.06,  and it 's flowing we want the same thing,Structure
,,,  I 'm doing that by having the title and,
,,,  if you 've noticed I do n't have a lot of,
,,,  title sometimes I just have the content,
,,,  or the image but again this is exactly,
,,,  how you start now they 've got it create,
0EI3rSYARpQ63,17.1,17.22,  the or find the image to support it,No
,,,  look at this title say building a story,
,,,  and I 've got a story book open and we 're,
,,,  building that story what that 's,
,,,  supporting image is exactly what 's,
,,,  needed for this slide Matt lean content,
0EI3rSYARpQ64,17.28,17.42,  we 'll talk a little bit later on about,Structure
,,,  how we knit should be remember press,
,,,  it 's more we want to put it in it got,
,,,  to support the image and the outline and,
,,,  that title so now we 're building up from,
,,,  that here we go I need to test it go,
0EI3rSYARpQ65,17.48,18,  through that walkthrough,Structure
,,,  socialize it internally with your team,
,,,  with your bos this point is what you 're,
,,,  going to do is always go back and refine,
,,,  in all honesty when I do a presentation,
,,,  at a conference or for a client,
0EI3rSYARpQ66,18.03,18.19,  I 'm usually refining it the day of or,No
,,,  that morning in fact this presentation,
,,,  here pinky an hour of no we were,
,,,  changing image because I did n't feel,
,,,  that it worked and I wa doing just that,
,,,  I wa refining it defining it and then,
0EI3rSYARpQ67,18.22,18.39,  delivery let 's take a look at some of,No
,,,  those delivery of tip that we can,
,,,  help make you have that confidence in,
,,,  that success in front of data lady,
,,,  and see that you immediately laxity you,
,,,  look at the image of one right to the,
0EI3rSYARpQ68,18.41,18.57,  top because again I want to support that,No
,,,  so first of all you can probably if you,
,,,  were this is live I used to be a chuckle,
,,,  you do n't read your supply which I just,
,,,  did because people read faster then you,
,,,  talk no matter how fast you talk so I,
0EI3rSYARpQ69,19.01,19.17,  ca n't focus on two different thing,No
,,,  if they call it power point too often,
,,,  you go to a presentation and it 's not,
,,,  even a power read so we do n't want that,
,,,  use it a a talking point and that 's,
,,,  that refine on the previous slide we,
0EI3rSYARpQ70,19.18,19.35,  want to refine it let me get it down so,Structure
,,,  the message there with that take away,
,,,  this is really really hard to do a,
,,,  conference my presentation will say,
,,,  here 's the ally I do n't in my,
,,,  presentation at an event I 'm six let 's,
0EI3rSYARpQ71,19.37,19.55,  fix them up to that point but why why go,No
,,,  what right if you 're coming to hear this,
,,,  content come hear the content,
,,,  do n't ever ever use somebody else 's deck,
,,,  it 's not your own you need to know those,
,,,  material and you need to know them well,
0EI3rSYARpQ72,19.57,20.07,  I do n't say memorize them I think that 's,No
,,,  really hard because it lock you into,
,,,  into it and you,
,,,  they 're not able to read the audience,
,,,  and you might make change my last,
,,,  presentation at a secure conference on,
0EI3rSYARpQ73,20.11,20.24,  my flight over I wa reading and that,No
,,,  Facebook 3.1 million people of that I,
,,,  did that right into my slide and I,
,,,  changed it right under there so what I,
,,,  use a mirror right it sound kind of,
,,,  funny but until you 're comfortable take,
0EI3rSYARpQ74,20.27,20.38,  a look at it,Structure
,,,  have somebody friend family record it,
,,,  use your phone,
,,,  we 're our own worst critic so let 's use,
,,,  that where can I refine it watch the,
,,,  presentation listen to let me see how I,
0EI3rSYARpQ75,20.42,21.1,  am presenting big one here remember,No
,,,  people read faster than we talk I want,
,,,  to talk to the point but not read it so,
,,,  now I 'm controlling the audience and how,
,,,  we 're going through so this building of,
,,,  those slide really meant let me do just,
0EI3rSYARpQ76,21.13,21.3,  that so another delivery tip you 've done,No
,,,  the refinement you 've done the testing,
,,,  you know how long it take big point,
,,,  here just because you have an hour which,
,,,  maybe you do n't but just because you,
,,,  have that timeframe do n't do it if,
0EI3rSYARpQ77,21.33,21.45,  you 've got a lot of slide you might,No
,,,  want to speak a little better at a,
,,,  faster pace or talk at a normal pace,
,,,  because I have enough slide and I know,
,,,  the time that it 's going to take to do,
,,,  it and I 'm not saying being an,
0EI3rSYARpQ78,21.47,22,  auctioneer you 've got too many slide if,No
,,,  you 're trying to cram them in I did a,
,,,  previous presentation on lizard brain,
,,,  and that wa almost 60 slide I 'm just,
,,,  done in 40 minute at talking at a pace,
,,,  like this why because weather or more,
0EI3rSYARpQ79,22.03,22.22,  slide were very graphic and they were,No
,,,  just for a second to explain the topic,
,,,  you 've heard me a I 've been presenting,
,,,  I speed it up I 've lowered my voice I,
,,,  can use pause for emphasis and do that,
,,,  you 've seen Ferris Bueller 's Day Off,
0EI3rSYARpQ80,22.26,22.46,  that 's the example of what not to do,No
,,,  their Earth revolves around the Sun,
,,,  someone who doe n't moderate their pitch,
,,,  and speed I do this it 's a very,
,,,  effective technique I follow this craft,
,,,  and that presentation very closely in,
0EI3rSYARpQ81,22.48,23,  the award he did a presentation,No
,,,  on why he is the world 's greatest,
,,,  speaker and it 's the one with the,
,,,  psychological thing opening up the hand,
,,,  to your audience show vulnerability and,
,,,  build trust so by doing this it really,
0EI3rSYARpQ82,23.06,23.25,  engages that what is even further and,No
,,,  again overdress you are the subject,
,,,  matter expert you should come across,
,,,  that way now I know this may be a little,
,,,  difficult so I 'm going to point it out,
,,,  to you it 's a trick I 've used for year,
0EI3rSYARpQ83,23.29,23.42,  in doing my slide is how do I,No
,,,  transition verbal how do I blend,
,,,  seamlessly from one slide to the other,
,,,  so I do n't know if you can see this or,
,,,  not but down in the lower left corner I,
,,,  made it even darker than I would,
0EI3rSYARpQ84,23.44,24.01,  normally it ha my transition word so,No
,,,  now I 'll use it coming back laying the,
,,,  door up so now that we 've got some good,
,,,  delivery tip let 's talk a little bit,
,,,  more about making them effective and one,
,,,  of the way I like to make thing,
0EI3rSYARpQ85,24.02,24.17,  effective again how do you know your,No
,,,  audience you may not have direct contact,
,,,  with is linked it is oh look at them,
,,,  because one of the thing that I pointed,
,,,  out again it is having that relationship,
,,,  of having something to talk about before,
0EI3rSYARpQ86,24.21,24.38,  after the presentation really help,No
,,,  so learning the port hey I just see you,
,,,  guy bought heartland security wa,
,,,  really neat how 's that going front,
,,,  before or afterwards is what it again,
,,,  what do we want them to leave with it 's,
0EI3rSYARpQ87,24.39,24.55,  the content it 's the message is that ask,Structure
,,,  them the story key point here and,
,,,  actually a red flag you 're going to,
,,,  start late especially a senior leader or,
,,,  board and you 're finishing on quote time,
,,,  that you were supposed to or maybe early,
0EI3rSYARpQ88,24.57,25.08,  because they 're now running behind I wa,No
,,,  out in Carlsbad California at a board in,
,,,  the boardroom to do a presentation that,
,,,  started at eight o'clock and I went on a,
,,,  date o'clock I wa there at 7:00 that,
,,,  you truly a being all that wa working,
0EI3rSYARpQ89,25.1,25.22,  great view of the Pacific Ocean,No
,,,  ox like this is awesome I think it,
,,,  started until eight twenty three I wa,
,,,  in the room they 're right they 're,
,,,  getting their coffee and they 're,
,,,  chatting around and they 're waiting for,
0EI3rSYARpQ90,25.24,25.47,  everybody else and there are CEOs wait I,No
,,,  knew and again I had built my,
,,,  presentation so that I could talk slower,
,,,  or faster to get that material across,
,,,  now I did say a red flag look I got mad,
,,,  PowerPoint skill I can do cool thing,
0EI3rSYARpQ91,25.49,26.08,  of it this is not the time I do n't know,No
,,,  where it is to do that keep it clean and,
,,,  concise use a single font and do a,
,,,  simple build you can see I 'm using,
,,,  appear once in a while with my arrow,
,,,  I 'll use them for emphasis but I 'm using,
0EI3rSYARpQ92,26.11,26.24,  that simple bill remember direct and,Structure
,,,  guide the audience through your,
,,,  presentation a little read ahead,
,,,  otherwise ah,
,,,  again Matt power point crease skill,
,,,  we see that the rainbow or the dissolve,
0EI3rSYARpQ93,26.28,26.41,  that their sin it 's a problem people,No
,,,  will start to count them and lose the,
,,,  presentation it 's no different and when,
,,,  I used to start,
,,,  and again this is a very common,
,,,  presentation skill how do you fill the,
0EI3rSYARpQ94,26.44,27.01,  silence you know well people are,No
,,,  uncomfortable to present with that you,
,,,  need to have that comfort people will,
,,,  start to count the omen and the you,
,,,  note and that overpowers that is that,
,,,  presentation that 's that 's a skill that,
0EI3rSYARpQ95,27.03,27.2,  you need to learn it and that come out,No
,,,  when you do your rehearsal here 's a,
,,,  great one I 'm talking about animation,
,,,  bullet everybody us dumb and when I,
,,,  suppose I actually presented this a a,
,,,  national ACP and Charlie did a,
0EI3rSYARpQ96,27.24,27.39,  presentation after me and actually made,No
,,,  reference to the fact that it she 's not,
,,,  taking the math you do n't have to but,
