SegmentId,StartTime,EndTime,Transcript,Topic
fzIxD1jXn4469,8.47,8.47,You ’ ll find a website which make it easier for you to find the information you need .,No
fzIxD1jXn4470,8.51,8.54,What ’ s the point here ?,Structure
nan,nan,nan,The point is that having interesting or relevant information is not enough .,No
fzIxD1jXn4471,9,9,How you structure and organize your information is equally important .,Structure
fzIxD1jXn4472,9.05,9.11,If you don ’ t structure your presentation clearly people won ’ t pay attention just,Structure
nan,nan,nan,like you won ’ t stay on a website if you can ’ t find the information you want .,No
fzIxD1jXn4473,9.16,9.2,So how can you do this ?,No
nan,nan,nan,You use signposting language .,No
fzIxD1jXn4474,9.23,9.31,This mean using word and phrase to show the audience where your point begin and end,No
nan,nan,nan,to show what ’ s coming next and to remind them about thing you talked about before .,No
fzIxD1jXn4475,9.37,9.38,For example :,No
nan,nan,nan,Okay that cover the new policy .,No
fzIxD1jXn4476,9.41,9.41,Next I ’ d like to move on and discus what these policy mean for you .,Structure
fzIxD1jXn4477,9.47,9.52,Or : Now that you ’ ve heard a bit about what not to do let ’ s focus on positive advice,No
nan,nan,nan,to help you be more effective salesperson and close more of your lead .,No
fzIxD1jXn4478,9.58,10.02,When you say something like this you aren ’ t giving people information about the topic,No
nan,nan,nan,of your presentation .,No
fzIxD1jXn4479,10.03,10.03,Instead you ’ re showing people where you are and where you ’ re going next .,No
fzIxD1jXn4480,10.08,10.08,It ’ s a kind of signpost .,Structure
fzIxD1jXn4481,10.11,10.15,You don ’ t need signpost to travel from one place to another but they can make it,No
nan,nan,nan,easier .,No
fzIxD1jXn4482,10.17,10.21,What else can you use signposting language for ?,No
nan,nan,nan,You can use signposting language to move from one point to the next .,No
fzIxD1jXn4483,10.27,10.53,For example :,No
nan,nan,nan,Next I ’ d like to talk about…,Structure
nan,nan,nan,Let ’ s move on and discuss…,Structure
nan,nan,nan,Or : At this point I ’ d like to turn to…,No
nan,nan,nan,You can use signposting language to add detail to an idea :,No
nan,nan,nan,Let me go into some more detail about…,Structure
nan,nan,nan,Let ’ s examine … in more depth .,Structure
fzIxD1jXn4484,10.56,11.09,Or : I ’ d like to elaborate on…,No
nan,nan,nan,You can use signposting language to show that you ’ ve finished your main point and you ’ ve,No
nan,nan,nan,reached your conclusion :,Structure
nan,nan,nan,To wrap up let ’ s remind ourselves of why this should matter to everyone here .,Structure
fzIxD1jXn4485,11.17,11.17,Let ’ s review the key point from this session .,Structure
fzIxD1jXn4486,11.21,11.21,So you ’ ve heard what I have to say .,No
fzIxD1jXn4487,11.25,11.3,What conclusion can you take away from this ?,Structure
nan,nan,nan,If you have an important presentation in English practice using signposting language .,No
fzIxD1jXn4488,11.37,11.43,Use signposting language to move between point to show when you ’ re giving a summary or,No
nan,nan,nan,going into more detail and to signal that you ’ ve reached your conclusion .,Structure
fzIxD1jXn4489,11.49,11.49,Okay but thing don ’ t always go so smoothly in real life .,Structure
fzIxD1jXn4490,11.56,11.58,We know that !,No
nan,nan,nan,Let ’ s look at some advice and language for dealing with problem during your presentation .,Structure
fzIxD1jXn4491,12.07,12.07,Imagine you ’ re making your presentation in English .,No
fzIxD1jXn4492,12.1,12.18,What could go wrong ?,Structure
nan,nan,nan,What problem could you have ?,No
nan,nan,nan,There are many common problem :,Structure
nan,nan,nan,You might forget where you were or forget an important word .,No
fzIxD1jXn4493,12.21,12.21,You might realise that you said something wrong or you didn ’ t explain something clearly .,No
fzIxD1jXn4494,12.27,12.27,You might forget to mention something important .,No
fzIxD1jXn4495,12.29,12.29,Or someone might ask you an awkward question which you have no idea how to answer .,No
fzIxD1jXn4496,12.35,12.38,Of course there are other possibility !,Structure
nan,nan,nan,Let ’ s think about these problem .,No
fzIxD1jXn4497,12.4,12.54,What can you do and more importantly what can you say in these situation ?,No
nan,nan,nan,First of all it ’ s a good idea to make a cue card with key point a well a any important,No
nan,nan,nan,vocabulary you need .,No
fzIxD1jXn4498,12.56,12.56,If you lose your place or you forget a word it could help .,No
fzIxD1jXn4499,13.01,13.01,However you can ’ t prepare for everything .,Structure
fzIxD1jXn44100,13.05,13.05,So it ’ s useful to learn some phrase to deal with problem smoothly .,No
fzIxD1jXn44101,13.12,13.28,If you lose your place and can ’ t remember what to say next you can use a filler phrase,No
nan,nan,nan,like :,No
nan,nan,nan,Where wa I ?,No
nan,nan,nan,So what wa I saying ?,No
nan,nan,nan,What ’ s the word in English again ?,No
nan,nan,nan,If you still can ’ t remember look at your cue card with your main point .,No
fzIxD1jXn44102,13.35,13.35,Of course forgetting something isn ’ t ideal .,No
fzIxD1jXn44103,13.39,13.39,But if you do it ’ s better to keep talking rather than just standing there in silence .,No
fzIxD1jXn44104,13.47,13.55,What if you make a mistake or you realise that you didn ’ t explain something well ?,No
nan,nan,nan,You could say :,Structure
nan,nan,nan,Let me rephrase that .,Structure
fzIxD1jXn44105,13.57,14.2,Actually what I meant to say is…,No
nan,nan,nan,To clarify I wanted to say that…,No
nan,nan,nan,In this way you can correct yourself without admitting that you made a mistake !,No
nan,nan,nan,What if you realise that you forgot to mention something important ?,No
nan,nan,nan,Use a phrase like this :,No
nan,nan,nan,Let me just add one more thing : …,Structure
nan,nan,nan,I ’ d like to add something to a point we discussed earlier .,Structure
fzIxD1jXn44106,14.26,14.26,Let me return to an earlier point briefly .,Structure
fzIxD1jXn44107,14.29,14.36,Again this allows you to correct your mistake in a confident way so you look like you ’ re,No
nan,nan,nan,in control .,No
fzIxD1jXn44108,14.38,14.47,Finally what do you do if someone asks you a difficult question which you can ’ t answer ?,No
nan,nan,nan,You have a few option .,No
fzIxD1jXn44109,14.48,14.48,First you can delay giving an answer .,Structure
fzIxD1jXn44110,14.52,14.58,For example :,No
nan,nan,nan,I ’ ve allocated time for question at the end of this session so we ’ ll address your,No
nan,nan,nan,idea later .,Structure
fzIxD1jXn44111,14.59,15.04,Or : I ’ m not in a position to answer that right now but I ’ ll get back to you later,No
nan,nan,nan,this week .,No
fzIxD1jXn44112,15.06,15.18,This give you time to think of an answer and do some research if you have to !,No
nan,nan,nan,Next you can deflect the question by asking a question back or maybe by asking other,No
nan,nan,nan,audience member what they think .,No
fzIxD1jXn44113,15.21,15.22,For example :,No
nan,nan,nan,That ’ s an interesting question .,No
fzIxD1jXn44114,15.25,15.3,Before I answer I ’ d like to know : what ’ s your take on this ?,No
nan,nan,nan,Or : You ’ ve raised an important point there .,No
fzIxD1jXn44115,15.34,15.37,What doe everyone else think about this ?,Structure
nan,nan,nan,Finally if the question is irrelevant you can dismiss the question and move on .,Structure
fzIxD1jXn44116,15.43,15.44,For example :,No
nan,nan,nan,Thanks for your input but I don ’ t see how that ’ s connected to what I ’ m saying .,No
fzIxD1jXn44117,15.49,15.49,I don ’ t mean to be blunt but I don ’ t think that ’ s relevant to today ’ s discussion .,No
fzIxD1jXn44118,15.56,16.02,Notice how you can use phrase like thanks for your input but… or I don ’ t mean to,No
nan,nan,nan,be blunt but… to make your language more indirect and polite .,No
fzIxD1jXn44119,16.08,16.16,So for dealing with difficult question just remember the three d ’ s : delay deflect,No
nan,nan,nan,dismiss !,No
nan,nan,nan,Finally we want to ask you something .,No
fzIxD1jXn44120,16.19,16.28,Do you have any advice for giving good presentation in English or any language ?,No
nan,nan,nan,We ’ d love to hear your idea !,No
nan,nan,nan,Please leave a comment and tell u what you think .,No
fzIxD1jXn44121,16.33,16.38,Remember to visit our website for more free English lesson : Oxford Online English dot,No
nan,nan,nan,com .,No
fzIxD1jXn44122,16.38,16.4,com .,No
nan,nan,nan,Thanks for watching !,No
nan,nan,nan,See you next time !,No
UOceysteIjo1,0.13,0.16,Do you know any tip for a great presentation ? That ’ s the question someone asked me a few,No
nan,nan,nan,year ago and I said no . because It really didn ’ t matter to me a I my work never,No
UOceysteIjo2,0.16,0.22,involved giving presentation . Then one fine day I had to give a presentation to some,No
UOceysteIjo3,0.22,0.33,of my client although they were just a bunch of people I had never felt so nervous in,No
nan,nan,nan,my entire life . I spoke very fast without breathing because I just wanted to get over,No
UOceysteIjo4,0.33,0.39,with the presentation . Soon I realized it 's not gon na work like this my next presentation,No
UOceysteIjo5,0.39,0.46,ha to be great .,No
UOceysteIjo6,0.47,0.52,Now on the way to develop my own presentation skill I discovered many little hack that,No
nan,nan,nan,could improve the way we present thing to the audience maybe small or large . So in,No
UOceysteIjo7,0.52,1.03,this video today I am bringing you these little hack that would make a great amount,No
nan,nan,nan,of difference to your presentation skill . Hi I am AAKASH and today I am gon na share,No
UOceysteIjo8,1.03,1.14,with you few way to improve your presentation skill that have helped me personally or,No
nan,nan,nan,I could say they have saved me on a number of occasion . So let ’ s get started .,Structure
UOceysteIjo9,1.14,1.14,nan,No
UOceysteIjo10,1.25,1.36,Well I am not gon na start with your appearance how should you dress it common sense I,No
nan,nan,nan,am sure you all know that you need to be well dressed and appear great when you are supposed,No
nan,nan,nan,to stand on the podium . Of course you know that – you are not going to wear your most,No
UOceysteIjo11,1.36,1.41,comfortable boxer short and give a presentation . But I would like to add something here wear,No
UOceysteIjo12,1.41,1.47,something that you are comfortable in . Only because you saw some presenter wearing that,No
UOceysteIjo13,1.47,1.53,impressive Jacket you also shouldn ’ t jump in . How you carry what you wear is important .,No
UOceysteIjo14,1.53,1.53,nan,No
UOceysteIjo15,2,2,Okay now if I say that you need to be a genius with your presentation that would sound unrealistic .,No
UOceysteIjo16,2.05,2.05,But you need to know these 3 know even before you start preparing your presentation . These,No
UOceysteIjo17,2.05,2.11,3 Knows are definitely the building block for any great presentation .,Structure
UOceysteIjo18,2.16,2.16,First know know your room . Arrive early and stroll round so you know where you will,No
UOceysteIjo19,2.16,2.23,be presenting . You get the feel of the place we human always take some time to get adjusted,No
UOceysteIjo20,2.23,2.28,to the environment . Next know your people . Know your audience,No
UOceysteIjo21,2.28,2.28,nan,No
UOceysteIjo22,2.28,2.38,beforehand if you have a brief background about your audience you can tune your presentation,No
nan,nan,nan,accordingly . What ’ s the point of presenting something that in not in sync with your audience ?,Structure
UOceysteIjo23,2.38,2.45,Let me explain that to you better . In the software industry when you develop a particular,No
UOceysteIjo24,2.45,3.08,software understanding what the client need is very important understanding their business,No
nan,nan,nan,is very important if you don ’ t do that the outcome of the application what the client,Structure
nan,nan,nan,picturized would be completely different even though you are great at your programming,No
nan,nan,nan,skill . Same thing applies when it come to understanding your audience if you do your,No
UOceysteIjo25,3.08,3.19,homework well your presentation is sure to be accepted by the audience,No
nan,nan,nan,And finally know your speech well . Rehearse the presentation until you ’ re comfortable,No
UOceysteIjo26,3.19,3.25,with what you ’ re saying and how you ’ re saying it . After all you are presenting to,No
UOceysteIjo27,3.25,3.3,and for the audience . If you sound confused with your presentation and it ’ s not absorbed,No
UOceysteIjo28,3.3,3.35,by the audience what ’ s the point . So always remember these three know know your room,Structure
UOceysteIjo29,3.35,3.42,know your audience and know your speech well .,No
UOceysteIjo30,3.5,3.55,Take the comfort of knowing that nobody understands your presentation or the data in your presentation,No
nan,nan,nan,better than you . There is a very popular mantra shared by theatre expert that say Sometimes,No
UOceysteIjo31,3.55,4.01,mess can happen but ... “ The audience doesn ’ t know the script . ”,Structure
UOceysteIjo32,4.01,4.01,nan,No
UOceysteIjo33,4.01,4.06,So it could happen that you could mess with some of the point in your presentation .,Structure
UOceysteIjo34,4.11,4.16,You might forget to highlight some important fact what would you do ? Would you start saying,No
nan,nan,nan,sorry or maybe panic or freak ? Come on ... Just relax .,No
UOceysteIjo35,4.16,4.16,nan,No
UOceysteIjo36,4.22,4.28,Instead of freaking out freezing up or trying to ignore it happened just try to be graceful,No
nan,nan,nan,about it . Chances are that it went unnoticed by your audience . And even If it wa noticeable,No
UOceysteIjo37,4.28,4.28,nan,No
UOceysteIjo38,4.28,4.39,all you need to do is say “ excuse me ” “ I would like to add some more information ”,No
nan,nan,nan,and carry on with your presentation . Believe it or not presentation can be fun . All you,No
UOceysteIjo39,4.39,4.39,nan,No
UOceysteIjo40,4.39,4.45,need to do is be prepared and know your audience well ...,No
UOceysteIjo41,4.54,5.04,Are you one of those people who get really nervous and start to walk up and down the,No
nan,nan,nan,stage like a polar bear in a zoo mark a spot for yourself on the stage or bring a stool,No
