SegmentId,StartTime,EndTime,Transcript,,,,,,,
,,,comeback story. This TED talk by Adam,,,,,,,
,,,,,,,,,,
hMk5s1y486I66,6.21,6.59,driver is a perfect example This take,,,,,Structure,,
,,,you through his journey of being a,,,,,,,
,,,"marine, becoming an actor and the lesson",,,,,,,
,,,he learned along the way,,,,,,,
,,,one of the most popular presentation,,,,,,,
,,,structure in the sale world is,,,,,,,
,,,situation complication resolution it s a,,,,,,,
,,,"very simple style, simply connected with",,,,,,,
,,,the word but and therefore you start,,,,,,,
,,,with a neutral statement like the team,,,,,,,
,,,"is playing well lately,",,,,,,,
,,,then a complication happens and that s,,,,,,,
,,,where the word buck come in the team is,,,,,,,
,,,"playing well lately, but their best",,,,,,,
,,,player just went down with a knee injury.,,,,,,,
,,,,,,,,,,
hMk5s1y486I67,7.01,7.05,You want to make sure you Use fact to,,,,,,,
,,,back everything up in your statement,,,,,,,
,,,it s also much easier. to break down,,,,,,,
,,,,,,,,,,
hMk5s1y486I68,7.05,7.17,these fact when creating a resolution,Close,StructureComponent,,,Structure,,
,,,"Finally, you re coming close to your",,,,,,,
,,,"destination, when you Use the word",,,,,,,
,,,therefore the team is playing well,,,,,,,
,,,"lately, but their best player just went",,,,,,,
,,,"down with a knee injury. therefore,",,,,,,,
,,,,,,,,,,
hMk5s1y486I69,7.17,7.21,someone else must step up and improve,,,,,,,
,,,their play. You want to make sure you are,,,,,,,
,,,,,,,,,,
hMk5s1y486I70,7.21,7.26,always backing up your statement with,Statistic,Analysis,BodyComponent,StructureComponent,Structure,,
,,,fact and statistic. Paul Greenberg did,,,,,,,
,,,,,,,,,,
hMk5s1y486I71,7.26,7.31,an excellent job of this and his TED,,,,,,,
,,,talk explaining how the world. is over,,,,,,,
,,,,,,,,,,
hMk5s1y486I72,7.31,7.43,eating certain type of seafood and What,,,,,Structure,,
,,,can be done to fix that our sixth,,,,,,,
,,,presentation structure is nearly,,,,,,,
,,,identical to our last model. This is,,,,,,,
,,,,,,,,,,
hMk5s1y486I73,7.43,7.48,situation opportunity resolution,,,,,,,
,,,everything remains. The same a our last,,,,,,,
,,,,,,,,,,
hMk5s1y486I74,7.48,7.54,"one, but the movement now trend upwards,",,,,,,,
,,,the problem here it s not too hard to,,,,,,,
,,,fix it s even looked at a more. of an,,,,,,,
,,,,,,,,,,
hMk5s1y486I75,7.54,7.56,opportunity than an issue. these,,,,,,,
,,,,,,,,,,
hMk5s1y486I76,7.56,7.56,"presentation. though, are often the",,,,,,,
,,,,,,,,,,
hMk5s1y486I77,7.58,8,"shortest, which is where the trick lie.",,,,,,,
,,,,,,,,,,
hMk5s1y486I78,8.02,8.04,"The audience at the end, might question:",Audience,,,,Delivery,,
,,,is that all so make sure you throw in a,End,StructureComponent,,,Structure,,
,,,story. to make your presentation. more.,Story,StructureApproach,,,Structure,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
hMk5s1y486I79,8.07,8.07,nan,,,,,,,
,,,,,,,,,,
hMk5s1y486I80,8.08,8.08,relatable and more. effective. This TED,,,,,,,
,,,,,,,,,,
hMk5s1y486I81,8.08,8.21,talk by Adam Galinsky incorporates,PersonalStory,PersonalIntroduction,OpeningComponent,StructureComponent,Structure,,
,,,personal story and proof about the,,,,,,,
,,,"difficulty of speaking up at the right,",,,,,,,
,,,time,,,,,,,
,,,our final presentation structure is the,,,,,,,
,,,hook. meet and payoff. This is very,,,,,,,
,,,,,,,,,,
hMk5s1y486I82,8.24,8.24,nan,,,,,,,
,,,,,,,,,,
hMk5s1y486I83,8.24,8.28,similar to the drama a It relies very,Start,StructureComponent,,,Structure,,
,,,heavily on storytelling. It all start,,,,,,,
,,,,,,,,,,
hMk5s1y486I84,8.28,8.31,with the hook. this is where you re,,,,,,,
,,,,,,,,,,
hMk5s1y486I85,8.31,8.34,laying the foundation to get your,Audience,,,,Delivery,,
,,,audience on the edge of their seat.,,,,,,,
,,,,,,,,,,
hMk5s1y486I86,8.36,8.36,Then come. the meet This is the most,,,,,,,
,,,,,,,,,,
hMk5s1y486I87,8.36,8.38,detailed section of your presentation.,Section,BodyComponent,StructureComponent,,Structure,,
,,,,,,,,,,
hMk5s1y486I88,8.4,8.44,and It can typically consist of a list,List,Text,VisualAidArtefact,,VisualAid,,
,,,or a timeline to help your audience,Audience,,,,Delivery,,
,,,follow along. Then you want to close with,Close,StructureComponent,,,Structure,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
hMk5s1y486I89,8.44,8.46,the payoff. This is an inspiring,,,,,,,
,,,,,,,,,,
hMk5s1y486I90,8.46,8.5,"conclusion, that should reference the",Conclusion,ClosingComponent,StructureComponent,,Structure,,
,,,beginning of your presentation. and It,Reference,ClosingComponent,StructureComponent,,Structure,,
,,,,Beginning,StructureComponent,,,Structure,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
hMk5s1y486I91,8.5,8.52,should leave your audience feeling,Audience,,,,Delivery,,
,,,inspired.,,,,,,,
,,,,,,,,,,
hMk5s1y486I92,8.55,8.55,Think of the last time. that You saw a,,,,,,,
,,,,,,,,,,
hMk5s1y486I93,8.55,8.58,"really good movie, you likely left that",,,,,,,
,,,"movie, theater or your couch feeling",,,,,,,
,,,inspired. and wanting to do good that s,,,,,,,
,,,,,,,,,,
hMk5s1y486I94,9,9.13,"exactly what This presentation, style is",Audience,,,,Delivery,,
,,,"Joe bolt Taylor, a neuro autonomous",,,,,,,
,,,suffered a brain hemorrhage,,,,,,,
,,,and She take U through her 8,,,,,,,
,,,journey of recovery and She even us a,,,,,,,
,,,real brain to grab her audience s,,,,,,,
,,,attention. This is one of the best TED,,,,,,,
,,,,,,,,,,
hMk5s1y486I95,9.15,9.26,talk that I ve ever seen and I,,,,,,,
,,,encourage you to click here and watch,,,,,,,
,,,for yourself now you re not done just,,,,,,,
,,,yet after you decide which presentation,,,,,,,
,,,style best fit you it s now time. to,,,,,,,
,,,,,,,,,,
hMk5s1y486I96,9.26,9.29,create a storyboard. Think of yourself a,,,,,,,
,,,,,,,,,,
hMk5s1y486I97,9.29,9.34,a filmmaker storyboard can lay out the,,,,,,,
,,,aspect of your presentation. and a,,,,,,,
,,,,,,,,,,
hMk5s1y486I98,9.34,9.38,visual draft of sort to make it very,,,,,,,
,,,"easy to visualize, create your storyboard.",,,,,,,
,,,,,,,,,,
hMk5s1y486I99,9.41,9.41,with index card. Each card can represent,,,,,,,
,,,,,,,,,,
hMk5s1y486I100,9.41,9.43,a different slide in your presentation.,Slide,VisualAidArtefact,,,VisualAid,,
,,,,,,,,,,
hMk5s1y486I101,9.45,9.47,and by putting it on paper first it,,,,,,,
,,,make it much easier. to edit and It,,,,,,,
,,,,,,,,,,
hMk5s1y486I102,9.47,9.5,doe nt get any easier. than editing with,,,,,,,
,,,,,,,,,,
hMk5s1y486I103,9.5,9.52,viz me a very shameless plug. I know but,,,,,,,
,,,,,,,,,,
hMk5s1y486I104,9.52,9.55,viz me is completely free. You can edit a,,,,,,,
,,,,,,,,,,
hMk5s1y486I105,9.55,9.59,blank canvas with video and animation,Video,Film,MovingImage,Illustration,VisualAid,,
,,,and audio. You can edit text and image,Animation,MovingImage,Illustration,VisualAidArtefact,VisualAid,,
,,,,Audio,VisualAidArtefact,,,VisualAid,,
,,,,Text,VisualAidArtefact,,,VisualAid,,
,,,,Image,Picture,Figure,Illustration,VisualAid,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
hMk5s1y486I106,9.59,10.09,to fit your style There are endless,Rehearse,Preparation,,,Delivery,,
,,,possibility with viz me before we go I,Rehearse,Preparation,,,Delivery,,
,,,do want to tell you to rehearse rehearse,Rehearse,Preparation,,,Delivery,,
,,,rehearse Ted. Speaker say you should,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
hMk5s1y486I107,10.09,10.16,rehearse a minimum of ten time before,Rehearse,Preparation,,,Delivery,,
,,,doing the real thing you wanted to see,,,,,,,
,,,professional and you want your,,,,,,,
,,,"presentation. to flow. Naturally. Now, at",,,,,,,
,,,,,,,,,,
hMk5s1y486I108,10.18,10.18,nan,,,,,,,
,,,,,,,,,,
hMk5s1y486I109,10.18,10.22,the beginning of this video I told you,Beginning,StructureComponent,,,Structure,,
,,,all about my drag story. and how,Video,Film,MovingImage,Illustration,VisualAid,,
,,,,Story,StructureApproach,,,Structure,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
hMk5s1y486I110,10.22,10.24,is that the peak of my day. and I wa,,,,,,,
,,,,,,,,,,
hMk5s1y486I111,10.24,10.26,headed for that valley. right well that,,,,,,,
,,,,,,,,,,
hMk5s1y486I112,10.26,10.26,"valley. happened later on that evening,",,,,,,,
,,,,,,,,,,
hMk5s1y486I113,10.28,10.46,when I decided to show off my skill,Confidence,SpeakerEmotion,,,Delivery,,
,,,on my stilt that I own in front of my,,,,,,,
,,,"family and friend and Well, what happens",,,,,,,
,,,when you try to show off and your,,,,,,,
,,,confidence is high well You re brought,,,,,,,
,,,back down to earth literally I wa,,,,,,,
,,,brought back down to earth and a big,,,,,,,
,,,"fall, and I broke both of my arm. Yes, one",,,,,,,
,,,,,,,,,,
hMk5s1y486I114,10.46,10.55,of the most embarrassing story in my,Story,StructureApproach,,,Structure,,
,,,life and I Have now just hold the entire,,,,,,,
,,,"YouTube universe. Thank you for listening,",,,,,,,
,,,,,,,,,,
hMk5s1y486I115,10.55,11.03,hey before we go I do want to make sure,,,,,,,
,,,that You do check out bisby s website,,,,,,,
,,,and subscribe to our channel for,,,,,,,
,,,constantly updated content. For now on my,,,,,,,
,,,,,,,,,,
hMk5s1y486I116,11.03,11.08,constantly updated content. For now on my,Information,BodyComponent,StructureComponent,,Structure,,
,,,clogger with viz me helping you make,,,,,,,
,,,"information beautiful,",,,,,,,
,,,,,,,,,,
bgFNTuRYtKE1,0,0,Hi everybody hope all doing well.,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE2,0.02,0.08,"In this short lesson,",Expression,SpeakerAura,,,Delivery,,
,,,going to show you lot of great,,,,,,,
,,,phrase and expression,,,,,,,
,,,for making presentation in english.,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE3,0.18,0.18,Welcome back to english. for,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE4,0.18,0.23,"professional, derek, and here",,,,,,,
,,,"with another short lesson, for you",,,,,,,
,,,busy people before we get started. Just a,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE5,0.23,0.32,quick reminder to subscribe to my,,,,,,,
,,,"channel,",,,,,,,
,,,hit the red button and forget to,,,,,,,
,,,click on the little bell,,,,,,,
,,,that way. be notified every time i,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE6,0.32,0.37,upload a new lesson,List,Text,VisualAidArtefact,,VisualAid,,
,,,and forget to join my email list.,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE7,0.39,0.43,Every two week i send out my free,,,,,,,
,,,vocabulary: email,,,,,,,
,,,with additional business. English word,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE8,0.43,0.46,from the news,,,,,,,
,,,and everyday english for you to learn.,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE9,0.48,0.5,The link is in the description below,,,,,,,
,,,"and now, get started. with the",,,,,,,
,,,,,,,,,,
bgFNTuRYtKE10,0.5,0.58,lesson,Beginning,StructureComponent,,,Structure,,
,,,at the beginning of a presentation. We,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE11,0.58,1.09,usually welcome the audience,Audience,,,,Delivery,,
,,,introduce ourselves and our topic,,,,,,,
,,,good morning or good afternoon or,,,,,,,
,,,good evening. Everybody and Welcome to my,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE12,1.09,1.09,presentation.,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE13,1.14,1.14,my name is derek callan and i a,,,,,,,
,,,business. English coach,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE14,1.16,1.17,at derekcallen.com. If a student,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE15,1.17,1.25,mention your field of study and your,Topic,BodyComponent,StructureComponent,,Structure,,
,,,"university,",,,,,,,
,,,the topic of my presentation. is,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE16,1.25,1.28,or today like to talk to you about,,,,,,,
,,,now. This is a very standard way of,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE17,1.33,1.38,introducing yourself and your topic,Topic,BodyComponent,StructureComponent,,Structure,,
,,,and perfectly okay. However often,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE18,1.38,1.5,your audience will already know who you,Audience,,,,Delivery,,
,,,are,,,,,,,
,,,and what your topic is If you want to,,,,,,,
,,,make your intro a little different or,,,,,,,
,,,more interesting,,,,,,,
,,,check out. My other lesson. Four way to,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE19,1.5,1.5,nan,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE20,1.5,2.2,make your presentation,Introduction,OpeningComponent,StructureComponent,,Structure,,
,,,more interesting you should find the,Beginning,StructureComponent,,,Structure,,
,,,link somewhere here,MainPoint,BodyComponent,StructureComponent,,Structure,,
,,,"on the screen, and now, get back to",,,,,,,
,,,"some other thing, you might want to do",,,,,,,
,,,in your introduction before beginning,,,,,,,
,,,"with your first main point,",,,,,,,
,,,it can be a good idea to Let your,,,,,,,
,,,audience know what the structure of your,,,,,,,
,,,presentation is,,,,,,,
,,,going to focus on or look at,,,,,,,
,,,"or deal with three main point,",,,,,,,
,,,or divided my presentation. into,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE21,2.2,2.24,"three main part. First of all,",,,,,,,
,,,,,,,,,,
bgFNTuRYtKE22,2.24,2.42,"talk about Second,",Audience,,,,Delivery,,
,,,look at and finally,,,,,,,
,,,explain or show you,,,,,,,
,,,or tell you about,,,,,,,
,,,if your audience know how long,,,,,,,
,,,the presentation. is going to be,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE23,2.42,2.51,Let them know My presentation will take,,,,,,,
,,,about,,,,,,,
,,,and it can also be helpful to. Let them,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE24,2.51,2.58,know when they can ask question:,,,,,,,
,,,if you have a strict time limit and you,,,,,,,
,,,do want to be interrupted.,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE25,3,3.05,You can say something like This,End,StructureComponent,,,Structure,,
,,,be plenty of time for question: at the,,,,,,,
,,,end of my presentation.,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE26,3.07,3.07,or appreciate it. If you could leave,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE27,3.07,3.12,any question you may have,End,StructureComponent,,,Structure,,
,,,until the end of my presentation.,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE28,3.15,3.23,"on the other hand, if you want to be",,,,,,,
,,,flexible and Welcome question: at any,,,,,,,
,,,"time,",,,,,,,
,,,you could say something like This if you,,,,,,,
,,,have any question during the,,,,,,,
,,,presentation.,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE29,3.26,3.33,"feel free to interrupt at any time,",Introduction,OpeningComponent,StructureComponent,,Structure,,
,,,"great, so made your introduction",,,,,,,
,,,"and now, it time to start with the main",,,,,,,
,,,part.,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE30,3.36,3.41,or the body of your presentation and,,,,,,,
,,,This is where sign posting phrase can,,,,,,,
,,,be very useful.,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE31,3.43,3.46,These are phrase we use to guide our,Guide,ContentIntroduction,OpeningComponent,StructureComponent,Structure,,
,,,audience through,,,,,,,
,,,our presentation. to Let them know when,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE32,3.46,3.55,we want to introduce a new topic,Topic,BodyComponent,StructureComponent,,Structure,,
,,,when we finished with a topic and,,,,,,,
,,,when we want to continue,,,,,,,
,,,with the next one. Introducing your first,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE33,3.55,4.18,"point,",Start,StructureComponent,,,Structure,,
,,,like to begin by telling you,,,,,,,
,,,"or showing you and so on, important",,,,,,,
,,,here,,,,,,,
,,,to follow begin by with a gerund,,,,,,,
,,,with the in form or,,,,,,,
,,,Let start with or,,,,,,,
,,,so let get started. so,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE34,4.18,4.21,is a very short and simple word. But,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE35,4.21,5,a very effective way to get your,Audience,,,,Delivery,,
,,,audience attention,Attention,,,,PresentationAttribute,,
,,,finishing one topic so that cover,Topic,BodyComponent,StructureComponent,,Structure,,
,,,"everything i want to say about, or",Topic,BodyComponent,StructureComponent,,Structure,,
,,,that concludes my first or that,Topic,BodyComponent,StructureComponent,,Structure,,
,,,"concludes my Second,",Audience,,,,Delivery,,
,,,topic and continuing with another,Information,BodyComponent,StructureComponent,,Structure,,
,,,"now, Let move on to my next topic which",Graph,Diagram,Figure,Illustration,VisualAid,,
,,,is,Chart,Figure,Illustration,VisualAidArtefact,VisualAid,,
,,,or Let turn now to,,,,,,,
,,,or moving on to,,,,,,,
,,,and If you want to show your audience,,,,,,,
,,,some information on,,,,,,,
,,,graph or chart. The following phrase,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE36,5,5.06,should be quite helpful:,Chart,Figure,Illustration,VisualAidArtefact,VisualAid,,
,,,a you can see on This chart. or,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE37,5.06,5.1,take a look at This chart. or,Chart,Figure,Illustration,VisualAidArtefact,VisualAid,,
,,,,,,,,,,
bgFNTuRYtKE38,5.1,5.22,This graph clearly show,Graph,Diagram,Figure,Illustration,VisualAid,,
,,,or This graph highlight the importance,Graph,Diagram,Figure,Illustration,VisualAid,,
,,,of,Highlight,EmphasisedText,Text,VisualAidArtefact,VisualAid,,
,,,sometimes important to go into more,,,,,,,
,,,detail.,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE39,5.26,5.26,Let have a look at a couple of way. We,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE40,5.26,5.35,can do this,,,,,,,
,,,"Let me expand on This point, or",,,,,,,
,,,"i like to elaborate on This point, for",,,,,,,
,,,a few minute.,,,,,,,
,,,,,,,,,,
bgFNTuRYtKE41,5.38,5.58,also very important to remind your,Audience,,,,Delivery,,
,,,audience about the purpose of your,Purpose,ContentIntroduction,OpeningComponent,StructureComponent,Structure,,
,,,presentation,Beginning,StructureComponent,,,Structure,,
