SegmentId,StartTime,EndTime,Transcript
UOceysteIjo111,14.16,14.22,wa all about powerful travel story .
UOceysteIjo112,14.26,14.26,Involving your audience is essential to making an impact . Your presentation should pull them
UOceysteIjo113,14.26,14.31,in get their attention and stimulate their thought and understanding . The way that you
UOceysteIjo114,14.31,14.42,deliver your presentation should create a bond with your audience and ensure that the
,,,audience receive a positive message about you and your presentation .
UOceysteIjo115,14.47,14.47,The single most important thing to remember is that there is no one good way to do a presentation .
UOceysteIjo116,14.53,14.59,The most memorable presentation always offer something fresh something no one ha seen
,,,before . So do not on any account try to emulate every piece of advice I ’ ve offered here .
UOceysteIjo117,14.59,14.59,
UOceysteIjo118,15.03,15.03,Take the bulk of it on board but make the presentation your own . You know what ’ s distinctive
UOceysteIjo119,15.03,15.11,about you and your idea . Play to your strength and give a talk that is truly authentic to
UOceysteIjo120,15.11,15.17,you . That ’ s all for today Subscribe to our channel and press the bell icon to get
UOceysteIjo121,15.17,15.22,notification of all our new uploads . Thanks for joining me and keep watching Skillopedia
UOceysteIjo122,15.22,15.27,Your place to learn skill for the real world .
bt8YFCveNpY1,0.02,0.05,"Okay, Laura, so what I d like to do now is"
,,,"just to do a short presentation, just a"
,,,"little soundbite, maybe 3040. Second, I"
bt8YFCveNpY2,0.05,0.12,think you going to do it about something
,,,relating to marketing it s all right
,,,"that s right Okay of you,"
,,,I work in search engine marketing. I make
bt8YFCveNpY3,0.12,0.56,sure that the website for the company
,,,go really high up in thing like
,,,"Google, because it s really important for"
,,,"the company to be seen by lot of people,"
,,,because then people will buy stuff it s
,,,really important and so I do thing like
,,,making sure there are lot of keywords
,,,on the page and making sure there s no
,,,"duplication between page, and there are"
,,,"lot of thing that you, can do and it s"
,,,really important and yeah that s that s
,,,it Okay Laura thanks very much for that
,,,that wa fantastic. So what I m gon na do
bt8YFCveNpY4,0.56,1,is give you a bit of feedback now and
,,,then I m going to ask in a moment just
,,,to do it again with some improvement.
bt8YFCveNpY5,1.02,1.03,First thing to say is: I think the
,,,content wa fantastic. If you saw that
bt8YFCveNpY6,1.03,1.06,written down it would sound tremendous.
bt8YFCveNpY7,1.08,1.1,You said all the right thing but I
,,,think made me there s some way in the
,,,delivery. We could get that across a
bt8YFCveNpY8,1.11,1.13,little bit more. You just look a little
bt8YFCveNpY9,1.13,1.18,bit kind of uncomfortable a If you
,,,do nt really care about what you re
,,,talking about. So I think perhaps just a
bt8YFCveNpY10,1.18,1.2,you look at the cam would just be a bit
,,,more. excited about it and just imagine
bt8YFCveNpY11,1.21,1.26,"that you, re not just trying to get some"
,,,"information across, but You re trying to"
,,,get five people s. imagination when you
bt8YFCveNpY12,1.26,1.34,do it so just look into the into the
,,,audience and just project it a little
,,,"bit more. let the hand come up, so I"
bt8YFCveNpY13,1.34,1.41,"think it s a much a mindset thing, a a"
,,,body thing you once you start to do that
,,,I think you ll find it so much more.
bt8YFCveNpY14,1.42,1.44,engaging so do nt change the content but
,,,it s the delivery. that need to be
bt8YFCveNpY15,1.44,1.44,"improved. Do whatever guy that sure Okay,"
bt8YFCveNpY16,1.46,1.54,imagine life without search engine a
,,,few year ago. They would nt even have
bt8YFCveNpY17,1.54,2.06,existed and We did nt know what They
,,,"were, but now They re an essential tool"
,,,for all consumer to find what They re
,,,Looking for that s why it s really
,,,really vital for all company to invest
,,,in search engine marketing. and search
bt8YFCveNpY18,2.06,2.08,engine optimization.
bt8YFCveNpY19,2.1,2.18,There are a few key tip for how you can
,,,make sure that your website is really
,,,high up in the search engine and that
,,,"you, re therefore found by anybody that s"
,,,"want to buy your product. For example,"
bt8YFCveNpY20,2.18,2.27,you need to make sure that the relevant
,,,keywords are really high on the page
,,,This mean that the search engine can
,,,find the relevant page. for the person
bt8YFCveNpY21,2.27,2.38,that s Looking you also need to make
,,,"sure that your content is fresh, that"
,,,it s renewed regularly and that there
,,,is nt duplicated between several page.
bt8YFCveNpY22,2.4,2.42,Those are just a few tip to get You
,,,started law that wa great.
bt8YFCveNpY23,2.44,2.57,You really projected your personality
,,,that one thing We talked about is the
,,,audience will tend to feel what you feel
,,,So you re kind of an emotion in charge
,,,of their emotional state and They re you
,,,projected positive energy and that s
,,,what a you look at the audience you can
,,,"see how they were, responding. Unto you"
bt8YFCveNpY24,2.57,2.58,and a lot of other thing happens. Your
bt8YFCveNpY25,2.58,3,hand came out. You had a smile on your
bt8YFCveNpY26,3,3.06,face and even the content changed which
,,,it often doe when you re doing that
,,,"you, re So much more. positive you are"
bt8YFCveNpY27,3.06,3.11,"selling the benefit, so it s just that"
,,,one small change about how you feel
,,,about what it is you re talking about.
bt8YFCveNpY28,3.13,3.18,make a very big difference to the
,,,"impact that you, can have and the"
,,,influence you ll have over your audience
,,,I thought that wa absolutely fantastic.
HRaPmO6TlaM1,0.17,0.21,Welcome to Flinders University today
,,,we re going to look at academic oral
,,,presentation skill. We ll see some
HRaPmO6TlaM2,0.21,0.26,example of presentation and then learn
,,,what constitutes a successful
,,,presentation. The student learning center
HRaPmO6TlaM3,0.27,0.33,at Flinders University provides advice
,,,on all aspect of academic skill. Here
HRaPmO6TlaM4,0.33,0.57,we re going to watch two different talk
,,,and learn what feature are important
,,,for a good academic presentation
,,,"well good morning, everyone today we re"
,,,going to do oral presentation and it s
,,,a good opportunity for each person to to
,,,stand up in front of The audience and
,,,and to speak and also to practice. Your
HRaPmO6TlaM5,0.57,1.05,"PowerPoint presentation, skill, I would"
,,,"ask you to speak for five minute, a a"
,,,"maximum length, okay and on my list. The"
HRaPmO6TlaM6,1.05,1.09,first person is Daniel. Now is Daniel.
HRaPmO6TlaM7,1.09,1.09,
HRaPmO6TlaM8,1.12,1.12,"here, ha anybody seen Daniel today. Ah"
HRaPmO6TlaM9,1.12,1.15,right who is Daniel. do come in
HRaPmO6TlaM10,1.15,1.33,one hi. Everyone hum
HRaPmO6TlaM11,1.33,1.54,just give your hand and not know which
,,,"one s. Yours then thinking this one, just"
HRaPmO6TlaM12,1.54,2.07,"yeah yeah Theatre on the bottom,"
,,,"yep, alright, um, sorry dumb, I m not going"
,,,"to be a. I m not gon na, be very good"
HRaPmO6TlaM13,2.07,2.55,presentation of cat ate ate My note and
,,,I have to write it again a three and my
,,,printer broke down and there s a
,,,but I will get started the
,,,Revolution wa in 1789 and see that
,,,"though there s an X with 80, I wa"
,,,sure when I Did the
,,,"yeah I ve got a handout bear with me,"
,,,I ve only got three it wa kind
,,,"enough half, but it s got some stuff"
,,,"it. You can read anyway, so once you"
HRaPmO6TlaM14,2.58,3.14,done just pas that on to The
,,,person then right all right
,,,the ball should show Vic revolution
,,,"in wa in bowl, Shiva, Shiva,"
,,,somewhere. I think that might have been
HRaPmO6TlaM15,3.2,3.2,lake. I mean you like Bolshevik
HRaPmO6TlaM16,3.23,3.4,The French Revolution of 1789 and The
,,,Bolshevik Revolution were both
,,,significantly by certain ideal.
HRaPmO6TlaM17,3.43,3.43,question of The extent to which the
,,,ideal. involved became implemented is of
HRaPmO6TlaM18,3.44,3.57,great importance because the answer
,,,a great deal about the nature of The
,,,Revolution involved So we all got that
,,,"Oh alrights. Next, one is want to help."
HRaPmO6TlaM19,3.57,3.57,
HRaPmO6TlaM20,4.02,4.02,understand French and Russians. A
HRaPmO6TlaM21,4.02,4.19,"bit better, you go see The space Oh"
,,,this guy here is French guy You can
,,,"because he s got curly long, mustache"
,,,they where in France this is a.
HRaPmO6TlaM22,4.22,4.33,"guy well kind of not really, but he"
,,,like he might have been to Russia
,,,and some flag. They look The
HRaPmO6TlaM23,4.33,4.46,Oh the kangaroo got a helmet
,,,"okay, so bump into a wall and deal the"
,,,tape recorder. I m so I Did nt know we so
HRaPmO6TlaM24,4.46,5.01,got some French music played by the
,,,"Russian guy, but kind of a bit"
,,,so
,,,in the French Revolution they had.
HRaPmO6TlaM25,5.04,5.26,guy right called the
,,,"declaration right, which gave them"
,,,"of freedom, so it wa a good deal because"
,,,"everyone love a bit of freedom, to do"
,,,what they want to do you know
,,,"hello, lame. Um, join your buck to fix"
HRaPmO6TlaM26,5.26,5.26,cat. Some one of my own and have that
HRaPmO6TlaM27,5.32,5.35,"kind of money, all right"
,,,"gee. Yes, I do nt have the money, but You"
HRaPmO6TlaM28,5.39,5.43,"pay it. I ll pay you back sometime,"
HRaPmO6TlaM29,5.43,5.57,about that everyone so where were we
,,,everyone that s right we were
,,,"about education and freedom, and because"
,,,"they had. freedom, they could get"
HRaPmO6TlaM30,5.57,6.53,and because they could get educated they
,,,could write because they could write
,,,"they wrote themselves a constitution,"
,,,it turned out to be pretty handy
,,,them all and they have right of
,,,property and security and stuff like
,,,"that and they public education, which is"
,,,the education Of the public by
,,,So the Bolsheviks used Marx and n
,,,and Lenin so that s their three guy
