SegmentId,Start,End,Transcript,Focus Concepts,,,,,,,,Focus Topics
llk-qgIr9Nk96,22:12,22:23,"sense of abandonment .Yeah , okay , because it 's like well , youmean i justthey 're like yeah , okay , we 'll see you inthree months , and so that 's the time youhave to startbeing more intentional and start kind of",,,,,,,,,
llk-qgIr9Nk97,22:25,22:38,"taking little pieces of your life backas far as like you know , Whatever yourexercise program looks like whateveryour normal life looks likeit 's . I love that you brought that up, because it 's the drop-off in care thatpeople do n't expect",Exercise,Rehabilitation,,,,,,Environment,Environment
,,,,,,,,,,,,
llk-qgIr9Nk98,22:39,22:51,"and you 're like wait a minute . There wasthis like very regimented schedule and ihad things to doand then yeah what 's going on , sothank you for for bringing that up . Sopeople can understand . There is a lot ofprocessing . I think that goes on in that",,,,,,,,,
llk-qgIr9Nk99,22:53,23:08,"time .Um , and so i know that you hadthree recurrences that you had to dealwith and soyou 're so spoiler alert the third onei did n't do right the first timeit was is 18 months and then what",,,,,,,,,
llk-qgIr9Nk100,23:09,23:18,"happened um ? How did you know somethingwaswas wrong and yeah he just went in formy scans, like a good patient every three months iwent in for my scanand for my scan okay . This is , this is a",,,,,,,,,
llk-qgIr9Nk101,23:22,23:33,"ct scan where they do a contrast, and so they like similar to what theydid with for the diagnostic where theyput an ivpush in you have to drink , and you haveto drink the stuff to make sureeverything 's . Okay in your abdomen",,,,,,,,,
llk-qgIr9Nk102,23:35,23:47,"um , but that 's that 's what i i stillright now , i 'm doing it every threemonths um ! So that 's what you 're going inand you 're having doneand from one of my regular scans . That 'Swhenuh that 's ! When we saw that there was",,,,,,,,,
llk-qgIr9Nk103,23:48,24:06:00,"something andum my doctor called to , let me knowthat there was something and um .You know the first . Nobody wants to heara recurrenceright . Nobody wants to think about itbecause you just i wanted to be like",,,,,,,,,
llk-qgIr9Nk104,24:08:00,24:18:00,", like i said we checked this out .I wanted to be done . This was it i wasdone . I was ready to move onwith my life and every part of me wantedto just shut the door and just moveforward .Um , that 's not what was in the plan , i",,,,,,,,,
llk-qgIr9Nk105,24:20:00,24:32:00,"guess, and so the perfect occurrence in someways i kind of felt like i let my familydownand i felt like it was really hard totelleverybody because i felt like i did",Family,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
llk-qgIr9Nk106,24:35:00,24:48:00,"somethingyou know what 's wrong in my life thati 'm being punished, butultimatelyi saw people that were living with thisand i 'm like . Oh",,,,,,,,,
llk-qgIr9Nk107,24:50:00,25:00:00,"Rightis that you want to perform and you wantto do the right thing and i want to be agood patient andgood patients do this . I mean i 'vewatched the moviesthey get pokey right , and so i wanted to",,,,,,,,,
llk-qgIr9Nk108,25:02:00,25:16:00,"do thatand i did n't so following themwas work and how do you come and puteach one right ?Let me know when you figure it out, because every it 's just hard, you just do the best . You can right . I",,,,,,,,,
llk-qgIr9Nk109,25:18:00,25:27:00,"mean there 's no perfect response andit 's it 's i 'm sure it was so frustratingbecause you 've done everything you weretold to doand you you 've been , like you said , a goodpatient . And yetyou know , your body seems like it 's not",,,,,,,,,
llk-qgIr9Nk110,25:28:00,25:40:00,"cooperating here and um, and so i read you sent me the thetimeline of um, you know is a microwave ablation . Can youdescribewhat that means and and how that and howthat",,,,,,,,,
llk-qgIr9Nk111,25:40:00,25:53:00,"procedure was ? I had never heard of itbefore yeah, okay , so um . I have this recurrence .My doctor tells me about it . I 'M likeokay ! Well , what 's the plan ? Wellnow i mean i 'm two years into thejourney , so i have . I have a lot more",,,,,,,,,
llk-qgIr9Nk112,25:55:00,26:05:00,"knowledge . Okay, i 've reached out i 've connected withpeople , so i have a little bit betterhandle on what 's going onand he was saying well , i think what wemay have to do is we have to doradiation . Well , the radiologist",,,,,,,,,
llk-qgIr9Nk113,26:08:00,26:23:00,"said that um took a look at it and saidthat they would have an interventionalradiologist , which is a specialtyin it , be able to do what they call anablation .Now this is my non-science explanation, but the way i understand it is they",,,,,,,,,
llk-qgIr9Nk114,26:25:00,26:39:00,"stick kind of like, like a little probe inside of you kindof i picture like a really skinny littlesoldering iron and they burn this out ofyou . Now they do n't burn it in , likethousands of degrees , it 's only like 110degrees , because your body 's , like only",,,,,,,,,
llk-qgIr9Nk115,26:40:00,26:53:00,"98 right , so they all they burned it andthen sometimes they freeze it out , and soi was kind of quasi awake . You know inthat little cocktail .State um in the ct scan so that theycould see exactly where it wasand like . I might have to hold my breath",,,,,,,,,
llk-qgIr9Nk116,26:54:00,27:08:00,"or move this way or that wayand they went in and they were able toablate it and burn it all out .And so we blew that up got rid of thatand they after they took a couple ofsamples of it , so they could send it awayfor another biomarker testing .",,,,,,,,,
llk-qgIr9Nk117,27:11:00,27:26:00,"That 'S what 's really important issometimes this cancerchanges , and so every time that we havethe opportunity to goin and see what it is , we willsee what it is and most of the time theinsurance should cover it",Insurance,LegalIssue,,,,,,LevelOfIndependence,LevelOfIndependence
,,,,,,,,,,,,
llk-qgIr9Nk118,27:27:00,27:37:00,", and if they do n't cover it , you Generallycan reach out to one of the otherone of those lung cancer organizations, and they can help you figure outa way that it can become covered . Okay, yeah justadvocate right , because if you do n't",LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
llk-qgIr9Nk119,27:39:00,27:51:00,"right , no that 's greata great advice , um , and so after theablation ityou were fine for formal well , did youhave any side effects from it orwas ithonestly ? I 'D have worse , pms cramps",,,,,,,,,
llk-qgIr9Nk120,27:53:00,28:03:00,"through the years right . Okay, i mean you know , i was kind of lousy forabout a day or two , but i even went tochurch the next day .So it was . They watched me in thehospital overnight just as a safetyprecaution",Church,Religion,,,,,,PersonalValuesAndBeliefs,PersonalValuesAndBeliefs
,,,,Safety,PhysicalEnvironment,,,,,,Environment,Environment
,,,,,,,,,,,,
llk-qgIr9Nk121,28:05:00,28:16:00,"um and then , and then i just that was it .It was fineum and i continued doing the scans everythree monthsand three months it was , i do n't evenknow , is three to five months later i hadum . I had another occurrence : oh gosh",,,,,,,,,
llk-qgIr9Nk122,28:20:00,28:33:00,"yeah . I i 'm reading here it says uh nadfour months um and then recurrencenumber twoum . How did youyou walk us through just you 've , alreadygotten that bad newsonce and then twice , and this is really",,,,,,,,,
llk-qgIr9Nk123,28:35:00,28:47:00,"the third time you 're you 're hearinganother diagnosis , essentiallyum walk us through that moment and howyour oncologist said: okay , well , here 's the next plan .You know it becomes just such a blurbecause you know it 's like",,,,,,,,,
llk-qgIr9Nk124,28:49:00,29:01:00,i did n't feel like you know i hadi had recovered from the last one and itwas back at it againand honestly for me . I just feel like iwas a disappointment . I'Ve always been agood student .I'Ve always been a good patient . I do,,,,,,,,,
llk-qgIr9Nk125,29:03:00,29:15:00,"what i 'm supposed to do .I stopped being you know . I tried to stopdoing stupid things, and so i i was kind of disappointed inmyself again, but it 's like okay . Well , we 've got whatwe got . We got ta move forward with it",,,,,,,,,
llk-qgIr9Nk126,29:17:00,29:28:00,"right , and so you ca n'tfix it . If you do n't know it 's there , sofirst find itnow . Let 'S do something about it . I knowwhat it 's like to go through the otherend of it , and i know howhard it can be later on , so i 'm better",,,,,,,,,
llk-qgIr9Nk127,29:32:00,29:42:00,"off staying in front of it and justmoving forward with it . So the doctor wewent through - and we didyou know through based on the scans andbased on the informationthey determined - that the best approachwas to do on radiation , and i did 15",,,,,,,,,
llk-qgIr9Nk128,29:45:00,29:57:00,"rounds of radiationand and um terry . Can you describe thesbrt ? What what kind of radiation it is, but really less the medical stuff andmore offor someone who 's going to undergo ittoo ? What does that mean ?",,,,,,,,,
llk-qgIr9Nk129,29:59:00,30:10:00,"Well , you know again , i 'm picturing whatthe radiation is , that my mom wentthrough .This was not my mom 's radiation from the90s okay, i was n't all burnt up . I was n't all fried .This was not like that at",Mom,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
llk-qgIr9Nk130,30:12:00,30:26:00,"all um i would it was . It was n't bad likethat at allthe worst part of it was you go in . Itis first of all you get the recurrencenow i have to go in and golay in the radiation table and laystill , which is not something i do very",,,,,,,,,
llk-qgIr9Nk131,30:29:00,30:39:00,"well from . You can tell that fromwatching me on camera .Just have to lay still for a period foran extended period of time, and there is they 're marking and they 'retaking scans of me to see exactly whereit is that they need to line up",,,,,,,,,
llk-qgIr9Nk132,30:41:00,30:57:00,"their their radiation equipment soso that they can hit it um . That tooklike a good hour .It was not easy to sit still not easy atallum and then , when i actually went in forthe radiation a couple weeks later",,,,,,,,,
llk-qgIr9Nk133,30:58:00,31:08:00,", they go back . They do their mathematicalcalculations , which i guess they have awhole department of peopleto do that . Have okay grade way abovemind and they go inand they determine exactly what theyneed to do and so that you lay back in",,,,,,,,,
llk-qgIr9Nk134,31:10:00,31:20:00,"the same place again and then , whenradiationlike , i said it was it 's brt and it wassuper short . I do n't think i i i drove uptherei laid down on the table . I was in therefor like maybe five minutes",,,,,,,,,
llk-qgIr9Nk135,31:22:00,31:32:00,", and then i was i was done . I was out thedoor wow and aslong as i wear like a yoga top or sportsbra and stuff , i mean it was likeno big deal . Okay , so that 's good advice, just wear a particular kind of clothingthat makes it easy",,,,,,,,,
llk-qgIr9Nk136,31:34:00,31:46:00,"to for sure and honestly , if you knowit stay away from anything that stayaway from your underwires and stay awayfrom any . You know anyclass like that . You know if i waswearing like yoga pants in a yoga top .You know like with nothing metal",,,,,,,,,
llk-qgIr9Nk137,31:48:00,32:02:00,", nothing on it at all . Most of the time ido n't sayalways , but most of the time i could keepmy clothes offand that made me feelmore human , less devalued . It really mademe feel like much more empowered .",,,,,,,,,
